periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 2, Cililitan ,Kekeruhan,NTU,0.02,3.66
Periode 2, Cililitan ,Besi (Fe),(mg/L),0.08,3.66
Periode 2, Cililitan ,Fluorida,(mg/L),0.48,3.66
Periode 2, Cililitan ,Total Hardness,(mg/L),149.39,3.66
Periode 2, Cililitan ,Chlorida,(mg/L),637.11,3.66
Periode 2, Cililitan ,Mangan (Mn),(mg/L),0.17,3.66
Periode 2, Cililitan ,Nitrat,(mg/L),0.61,3.66
Periode 2, Cililitan ,Nitrit,(mg/L),0.013,3.66
Periode 2, Cililitan ,Ph,(mg/L),8.5,3.66
Periode 2, Cililitan ,Seng (Zn),(mg/L),0.01,3.66
Periode 2, Cililitan ,Sulfat,(mg/L),25.89,3.66
Periode 2, Cililitan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.66
Periode 2, Cililitan ,Organik (KMnO4),(mg/L),9.66,3.66
Periode 2, Cililitan ,Suhu,(Celcius),23.4,3.66
Periode 2, Cililitan ,Bakteri Koli,(Jlm/100mL),0,3.66
Periode 2, Dukuh ,Zat Padat Terlarut,(mg/L),5000,8.40
Periode 2, Dukuh ,Kekeruhan,NTU,0.02,8.40
Periode 2, Dukuh ,Besi (Fe),(mg/L),0.08,8.40
Periode 2, Dukuh ,Fluorida,(mg/L),0.69,8.40
Periode 2, Dukuh ,Total Hardness,(mg/L),256.12,8.40
Periode 2, Dukuh ,Chlorida,(mg/L),2312.28,8.40
Periode 2, Dukuh ,Mangan (Mn),(mg/L),1.72,8.40
Periode 2, Dukuh ,Nitrat,(mg/L),0,8.40
Periode 2, Dukuh ,Nitrit,(mg/L),0.008,8.40
Periode 2, Dukuh ,Ph,(mg/L),8,8.40
Periode 2, Dukuh ,Seng (Zn),(mg/L),0.01,8.40
Periode 2, Dukuh ,Sulfat,(mg/L),61.25,8.40
Periode 2, Dukuh ,Senyawa Aktif Biru Metilen,(mg/L),0.04,8.40
Periode 2, Dukuh ,Organik (KMnO4),(mg/L),8.18,8.40
Periode 2, Dukuh ,Suhu,(Celcius),23.3,8.40
Periode 2, Dukuh ,Bakteri Koli,(Jlm/100mL),0,8.40
Periode 2, Cawang ,Zat Padat Terlarut,(mg/L),699,7.64
Periode 2, Cawang ,Kekeruhan,NTU,28.8,7.64
Periode 2, Cawang ,Besi (Fe),(mg/L),0.21,7.64
Periode 2, Cawang ,Fluorida,(mg/L),0.65,7.64
Periode 2, Cawang ,Total Hardness,(mg/L),242.86,7.64
Periode 2, Cawang ,Chlorida,(mg/L),87.08,7.64
Periode 2, Cawang ,Mangan (Mn),(mg/L),1.29,7.64
Periode 2, Cawang ,Nitrat,(mg/L),0.2,7.64
Periode 2, Cawang ,Nitrit,(mg/L),0.045,7.64
Periode 2, Cawang ,Ph,(mg/L),8,7.64
Periode 2, Cawang ,Seng (Zn),(mg/L),0.01,7.64
Periode 2, Cawang ,Sulfat,(mg/L),16.04,7.64
Periode 2, Cawang ,Senyawa Aktif Biru Metilen,(mg/L),0.05,7.64
Periode 2, Cawang ,Organik (KMnO4),(mg/L),22.75,7.64
Periode 2, Cawang ,Suhu,(Celcius),23.1,7.64
Periode 2, Cawang ,Bakteri Koli,(Jlm/100mL),3 x 104,7.64
Periode 2, Baru ,Zat Padat Terlarut,(mg/L),481,4.52
Periode 2, Baru ,Kekeruhan,NTU,0.1,4.52
Periode 2, Baru ,Besi (Fe),(mg/L),0.08,4.52
Periode 2, Baru ,Fluorida,(mg/L),0.36,4.52
Periode 2, Baru ,Total Hardness,(mg/L),220.61,4.52
Periode 2, Baru ,Chlorida,(mg/L),49.79,4.52
Periode 2, Baru ,Mangan (Mn),(mg/L),0.74,4.52
Periode 2, Baru ,Nitrat,(mg/L),3.65,4.52
Periode 2, Baru ,Nitrit,(mg/L),0.48,4.52
Periode 2, Baru ,Ph,(mg/L),7.8,4.52
Periode 2, Baru ,Seng (Zn),(mg/L),0.01,4.52
Periode 2, Baru ,Sulfat,(mg/L),44.36,4.52
Periode 2, Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.1,4.52
Periode 2, Baru ,Organik (KMnO4),(mg/L),8.65,4.52
Periode 2, Baru ,Suhu,(Celcius),23.1,4.52
Periode 2, Baru ,Bakteri Koli,(Jlm/100mL),8.2 x 103,4.52
Periode 2, Cijantung ,Zat Padat Terlarut,(mg/L),941,3.17
Periode 2, Cijantung ,Kekeruhan,NTU,10.8,3.17
Periode 2, Cijantung ,Besi (Fe),(mg/L),0.08,3.17
Periode 2, Cijantung ,Fluorida,(mg/L),0.39,3.17
Periode 2, Cijantung ,Total Hardness,(mg/L),194.49,3.17
Periode 2, Cijantung ,Chlorida,(mg/L),287.31,3.17
Periode 2, Cijantung ,Mangan (Mn),(mg/L),0.58,3.17
Periode 2, Cijantung ,Nitrat,(mg/L),0.4,3.17
Periode 2, Cijantung ,Nitrit,(mg/L),0.009,3.17
Periode 2, Cijantung ,Ph,(mg/L),8,3.17
Periode 2, Cijantung ,Seng (Zn),(mg/L),0.02,3.17
Periode 2, Cijantung ,Sulfat,(mg/L),67.99,3.17
Periode 2, Cijantung ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.17
Periode 2, Cijantung ,Organik (KMnO4),(mg/L),2.8,3.17
Periode 2, Cijantung ,Suhu,(Celcius),23.1,3.17
Periode 2, Cijantung ,Bakteri Koli,(Jlm/100mL),1.42 x 104,3.17
Periode 2, Gedong ,Zat Padat Terlarut,(mg/L),674,3.67
Periode 2, Gedong ,Kekeruhan,NTU,4.3,3.67
Periode 2, Gedong ,Besi (Fe),(mg/L),0.08,3.67
Periode 2, Gedong ,Fluorida,(mg/L),1.22,3.67
Periode 2, Gedong ,Total Hardness,(mg/L),95.51,3.67
Periode 2, Gedong ,Chlorida,(mg/L),208.77,3.67
Periode 2, Gedong ,Mangan (Mn),(mg/L),0.05,3.67
Periode 2, Gedong ,Nitrat,(mg/L),0.21,3.67
Periode 2, Gedong ,Nitrit,(mg/L),0.132,3.67
Periode 2, Gedong ,Ph,(mg/L),8.2,3.67
Periode 2, Gedong ,Seng (Zn),(mg/L),0.01,3.67
Periode 2, Gedong ,Sulfat,(mg/L),12.17,3.67
Periode 2, Gedong ,Senyawa Aktif Biru Metilen,(mg/L),0.05,3.67
Periode 2, Gedong ,Organik (KMnO4),(mg/L),15.13,3.67
Periode 2, Gedong ,Suhu,(Celcius),23.8,3.67
Periode 2, Gedong ,Bakteri Koli,(Jlm/100mL),100,3.67
Periode 2, Kalisari ,Zat Padat Terlarut,(mg/L),491,4.13
Periode 2, Kalisari ,Kekeruhan,NTU,5.1,4.13
Periode 2, Kalisari ,Besi (Fe),(mg/L),0.59,4.13
Periode 2, Kalisari ,Fluorida,(mg/L),0.57,4.13
Periode 2, Kalisari ,Total Hardness,(mg/L),120.84,4.13
Periode 2, Kalisari ,Chlorida,(mg/L),77.04,4.13
Periode 2, Kalisari ,Mangan (Mn),(mg/L),0.6,4.13
Periode 2, Kalisari ,Nitrat,(mg/L),0.11,4.13
Periode 2, Kalisari ,Nitrit,(mg/L),0.011,4.13
Periode 2, Kalisari ,Ph,(mg/L),8.1,4.13
Periode 2, Kalisari ,Seng (Zn),(mg/L),0.03,4.13
Periode 2, Kalisari ,Sulfat,(mg/L),18.93,4.13
Periode 2, Kalisari ,Senyawa Aktif Biru Metilen,(mg/L),0.09,4.13
Periode 2, Kalisari ,Organik (KMnO4),(mg/L),11.89,4.13
Periode 2, Kalisari ,Suhu,(Celcius),23.9,4.13
Periode 2, Kalisari ,Bakteri Koli,(Jlm/100mL),7.7 x 107,4.13
Periode 2, Pekayon ,Zat Padat Terlarut,(mg/L),1190,3.96
Periode 2, Pekayon ,Kekeruhan,NTU,0.9,3.96
Periode 2, Pekayon ,Besi (Fe),(mg/L),0.16,3.96
Periode 2, Pekayon ,Fluorida,(mg/L),1.54,3.96
Periode 2, Pekayon ,Total Hardness,(mg/L),87.54,3.96
Periode 2, Pekayon ,Chlorida,(mg/L),384.73,3.96
Periode 2, Pekayon ,Mangan (Mn),(mg/L),0.06,3.96
Periode 2, Pekayon ,Nitrat,(mg/L),0.21,3.96
Periode 2, Pekayon ,Nitrit,(mg/L),0.003,3.96
Periode 2, Pekayon ,Ph,(mg/L),8.5,3.96
Periode 2, Pekayon ,Seng (Zn),(mg/L),0.01,3.96
Periode 2, Pekayon ,Sulfat,(mg/L),32.47,3.96
Periode 2, Pekayon ,Senyawa Aktif Biru Metilen,(mg/L),0.3,3.96
Periode 2, Pekayon ,Organik (KMnO4),(mg/L),12.84,3.96
Periode 2, Pekayon ,Suhu,(Celcius),23.4,3.96
Periode 2, Pekayon ,Bakteri Koli,(Jlm/100mL),400,3.96
Periode 2, Cakung Barat ,Zat Padat Terlarut,(mg/L),884,1.38
Periode 2, Cakung Barat ,Kekeruhan,NTU,0.02,1.38
Periode 2, Cakung Barat ,Besi (Fe),(mg/L),0.08,1.38
Periode 2, Cakung Barat ,Fluorida,(mg/L),0.5,1.38
Periode 2, Cakung Barat ,Total Hardness,(mg/L),63.06,1.38
Periode 2, Cakung Barat ,Chlorida,(mg/L),124.47,1.38
Periode 2, Cakung Barat ,Mangan (Mn),(mg/L),0.05,1.38
Periode 2, Cakung Barat ,Nitrat,(mg/L),0,1.38
Periode 2, Cakung Barat ,Nitrit,(mg/L),0.003,1.38
Periode 2, Cakung Barat ,Ph,(mg/L),8.5,1.38
Periode 2, Cakung Barat ,Seng (Zn),(mg/L),0.01,1.38
Periode 2, Cakung Barat ,Sulfat,(mg/L),104.63,1.38
Periode 2, Cakung Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.38
Periode 2, Cakung Barat ,Organik (KMnO4),(mg/L),0.1,1.38
Periode 2, Cakung Barat ,Suhu,(Celcius),23.3,1.38
Periode 2, Cakung Barat ,Bakteri Koli,(Jlm/100mL),0,1.38
Periode 2, Cakung Timur ,Zat Padat Terlarut,(mg/L),421,0.48
Periode 2, Cakung Timur ,Kekeruhan,NTU,0.02,0.48
Periode 2, Cakung Timur ,Besi (Fe),(mg/L),0.08,0.48
Periode 2, Cakung Timur ,Fluorida,(mg/L),0.4,0.48
Periode 2, Cakung Timur ,Total Hardness,(mg/L),31.43,0.48
Periode 2, Cakung Timur ,Chlorida,(mg/L),54.61,0.48
Periode 2, Cakung Timur ,Mangan (Mn),(mg/L),0.05,0.48
Periode 2, Cakung Timur ,Nitrat,(mg/L),0.24,0.48
Periode 2, Cakung Timur ,Nitrit,(mg/L),0.003,0.48
Periode 2, Cakung Timur ,Ph,(mg/L),8.3,0.48
Periode 2, Cakung Timur ,Seng (Zn),(mg/L),0.03,0.48
Periode 2, Cakung Timur ,Sulfat,(mg/L),8.42,0.48
Periode 2, Cakung Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.48
Periode 2, Cakung Timur ,Organik (KMnO4),(mg/L),0.28,0.48
Periode 2, Cakung Timur ,Suhu,(Celcius),23.2,0.48
Periode 2, Cakung Timur ,Bakteri Koli,(Jlm/100mL),0,0.48
Periode 2, SMUN 102 Cakung Timur ,Zat Padat Terlarut,(mg/L),567,1.04
Periode 2, SMUN 102 Cakung Timur ,Kekeruhan,NTU,0.02,1.04
Periode 2, SMUN 102 Cakung Timur ,Besi (Fe),(mg/L),0.08,1.04
Periode 2, SMUN 102 Cakung Timur ,Fluorida,(mg/L),0.73,1.04
Periode 2, SMUN 102 Cakung Timur ,Total Hardness,(mg/L),167.14,1.04
Periode 2, SMUN 102 Cakung Timur ,Chlorida,(mg/L),75.27,1.04
Periode 2, SMUN 102 Cakung Timur ,Mangan (Mn),(mg/L),0.05,1.04
Periode 2, SMUN 102 Cakung Timur ,Nitrat,(mg/L),0,1.04
Periode 2, SMUN 102 Cakung Timur ,Nitrit,(mg/L),0.003,1.04
Periode 2, SMUN 102 Cakung Timur ,Ph,(mg/L),8.3,1.04
Periode 2, SMUN 102 Cakung Timur ,Seng (Zn),(mg/L),0.01,1.04
Periode 2, SMUN 102 Cakung Timur ,Sulfat,(mg/L),22.43,1.04
Periode 2, SMUN 102 Cakung Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.04
Periode 2, SMUN 102 Cakung Timur ,Organik (KMnO4),(mg/L),0.25,1.04
Periode 2, SMUN 102 Cakung Timur ,Suhu,(Celcius),23.1,1.04
Periode 2, SMUN 102 Cakung Timur ,Bakteri Koli,(Jlm/100mL),0,1.04
Periode 2, Cakung Timur ,Zat Padat Terlarut,(mg/L),421,5.27
Periode 2, Cakung Timur ,Kekeruhan,NTU,0.02,5.27
Periode 2, Cakung Timur ,Besi (Fe),(mg/L),0.08,5.27
Periode 2, Cakung Timur ,Fluorida,(mg/L),0.4,5.27
Periode 2, Cakung Timur ,Total Hardness,(mg/L),31.43,5.27
Periode 2, Cakung Timur ,Chlorida,(mg/L),54.61,5.27
Periode 2, Cakung Timur ,Mangan (Mn),(mg/L),0.05,5.27
Periode 2, Cakung Timur ,Nitrat,(mg/L),0.24,5.27
Periode 2, Cakung Timur ,Nitrit,(mg/L),0.003,5.27
Periode 2, Cakung Timur ,Ph,(mg/L),8.3,5.27
Periode 2, Cakung Timur ,Seng (Zn),(mg/L),0.03,5.27
Periode 2, Cakung Timur ,Sulfat,(mg/L),8.42,5.27
Periode 2, Cakung Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,5.27
Periode 2, Cakung Timur ,Organik (KMnO4),(mg/L),0.28,5.27
Periode 2, Cakung Timur ,Suhu,(Celcius),23.2,5.27
Periode 2, Cakung Timur ,Bakteri Koli,(Jlm/100mL),0,5.27
Periode 2, SMPN Cakung  ,Zat Padat Terlarut,(mg/L),1670,2.46
Periode 2, SMPN Cakung  ,Kekeruhan,NTU,0.7,2.46
Periode 2, SMPN Cakung  ,Besi (Fe),(mg/L),0.08,2.46
Periode 2, SMPN Cakung  ,Fluorida,(mg/L),0.47,2.46
Periode 2, SMPN Cakung  ,Total Hardness,(mg/L),179.59,2.46
Periode 2, SMPN Cakung  ,Chlorida,(mg/L),388.66,2.46
Periode 2, SMPN Cakung  ,Mangan (Mn),(mg/L),0.36,2.46
Periode 2, SMPN Cakung  ,Nitrat,(mg/L),1.14,2.46
Periode 2, SMPN Cakung  ,Nitrit,(mg/L),0.028,2.46
Periode 2, SMPN Cakung  ,Ph,(mg/L),8.6,2.46
Periode 2, SMPN Cakung  ,Seng (Zn),(mg/L),0.01,2.46
Periode 2, SMPN Cakung  ,Sulfat,(mg/L),87.94,2.46
Periode 2, SMPN Cakung  ,Senyawa Aktif Biru Metilen,(mg/L),0.05,2.46
Periode 2, SMPN Cakung  ,Organik (KMnO4),(mg/L),5.97,2.46
Periode 2, SMPN Cakung  ,Suhu,(Celcius),24.8,2.46
Periode 2, SMPN Cakung  ,Bakteri Koli,(Jlm/100mL),0,2.46
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Zat Padat Terlarut,(mg/L),274,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Kekeruhan,NTU,0.5,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Besi (Fe),(mg/L),0.08,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Fluorida,(mg/L),0.17,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Total Hardness,(mg/L),40.82,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Chlorida,(mg/L),32.96,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Mangan (Mn),(mg/L),0.05,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Nitrat,(mg/L),1.18,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Nitrit,(mg/L),0.006,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Ph,(mg/L),8.4,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Seng (Zn),(mg/L),0.01,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Sulfat,(mg/L),22.82,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Organik (KMnO4),(mg/L),4.37,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Suhu,(Celcius),24.5,1.29
Periode 2, Mas Rukin Hanjani Kel Jatinegara ,Bakteri Koli,(Jlm/100mL),1200,1.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Zat Padat Terlarut,(mg/L),1520,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Kekeruhan,NTU,1.3,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Besi (Fe),(mg/L),0.08,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Fluorida,(mg/L),0.32,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Total Hardness,(mg/L),130.61,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Chlorida,(mg/L),388.66,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Mangan (Mn),(mg/L),0.89,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Nitrat,(mg/L),0.1,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Nitrit,(mg/L),0.012,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Ph,(mg/L),8.8,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Seng (Zn),(mg/L),0.01,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Sulfat,(mg/L),62.32,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Senyawa Aktif Biru Metilen,(mg/L),0.65,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Organik (KMnO4),(mg/L),22.32,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Suhu,(Celcius),24.3,6.29
Periode 2, SMPN 90 Kelurahan Jatinegara ,Bakteri Koli,(Jlm/100mL),2800,6.29
Periode 2, Penggilingan ,Zat Padat Terlarut,(mg/L),637,4.51
Periode 2, Penggilingan ,Kekeruhan,NTU,1.8,4.51
Periode 2, Penggilingan ,Besi (Fe),(mg/L),0.22,4.51
Periode 2, Penggilingan ,Fluorida,(mg/L),0.32,4.51
Periode 2, Penggilingan ,Total Hardness,(mg/L),191.84,4.51
Periode 2, Penggilingan ,Chlorida,(mg/L),88.56,4.51
Periode 2, Penggilingan ,Mangan (Mn),(mg/L),1.6,4.51
Periode 2, Penggilingan ,Nitrat,(mg/L),3.35,4.51
Periode 2, Penggilingan ,Nitrit,(mg/L),0.006,4.51
Periode 2, Penggilingan ,Ph,(mg/L),8.5,4.51
Periode 2, Penggilingan ,Seng (Zn),(mg/L),3.9,4.51
Periode 2, Penggilingan ,Sulfat,(mg/L),107.43,4.51
Periode 2, Penggilingan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,4.51
Periode 2, Penggilingan ,Organik (KMnO4),(mg/L),3.04,4.51
Periode 2, Penggilingan ,Suhu,(Celcius),24.3,4.51
Periode 2, Penggilingan ,Bakteri Koli,(Jlm/100mL),900,4.51
Periode 2, Pulogebang ,Zat Padat Terlarut,(mg/L),517,5.64
Periode 2, Pulogebang ,Kekeruhan,NTU,57.8,5.64
Periode 2, Pulogebang ,Besi (Fe),(mg/L),0.08,5.64
Periode 2, Pulogebang ,Fluorida,(mg/L),0.42,5.64
Periode 2, Pulogebang ,Total Hardness,(mg/L),165.1,5.64
Periode 2, Pulogebang ,Chlorida,(mg/L),56.67,5.64
Periode 2, Pulogebang ,Mangan (Mn),(mg/L),0.05,5.64
Periode 2, Pulogebang ,Nitrat,(mg/L),3.75,5.64
Periode 2, Pulogebang ,Nitrit,(mg/L),0.195,5.64
Periode 2, Pulogebang ,Ph,(mg/L),8.1,5.64
Periode 2, Pulogebang ,Seng (Zn),(mg/L),0.03,5.64
Periode 2, Pulogebang ,Sulfat,(mg/L),84.49,5.64
Periode 2, Pulogebang ,Senyawa Aktif Biru Metilen,(mg/L),0.07,5.64
Periode 2, Pulogebang ,Organik (KMnO4),(mg/L),15.06,5.64
Periode 2, Pulogebang ,Suhu,(Celcius),24,5.64
Periode 2, Pulogebang ,Bakteri Koli,(Jlm/100mL),3 x 106,5.64
Periode 2, Ujung Menteng ,Zat Padat Terlarut,(mg/L),549,1.59
Periode 2, Ujung Menteng ,Kekeruhan,NTU,0.55,1.59
Periode 2, Ujung Menteng ,Besi (Fe),(mg/L),0.08,1.59
Periode 2, Ujung Menteng ,Fluorida,(mg/L),0.3,1.59
Periode 2, Ujung Menteng ,Total Hardness,(mg/L),14.16,1.59
Periode 2, Ujung Menteng ,Chlorida,(mg/L),106.37,1.59
Periode 2, Ujung Menteng ,Mangan (Mn),(mg/L),0.05,1.59
Periode 2, Ujung Menteng ,Nitrat,(mg/L),0.13,1.59
Periode 2, Ujung Menteng ,Nitrit,(mg/L),0.008,1.59
Periode 2, Ujung Menteng ,Ph,(mg/L),8,1.59
Periode 2, Ujung Menteng ,Seng (Zn),(mg/L),0.01,1.59
Periode 2, Ujung Menteng ,Sulfat,(mg/L),48.95,1.59
Periode 2, Ujung Menteng ,Senyawa Aktif Biru Metilen,(mg/L),0.08,1.59
Periode 2, Ujung Menteng ,Organik (KMnO4),(mg/L),5.44,1.59
Periode 2, Ujung Menteng ,Suhu,(Celcius),23.7,1.59
Periode 2, Ujung Menteng ,Bakteri Koli,(Jlm/100mL),1.24 x 104,1.59
Periode 2, Duren  Sawit ,Zat Padat Terlarut,(mg/L),536,1.66
Periode 2, Duren  Sawit ,Kekeruhan,NTU,4.23,1.66
Periode 2, Duren  Sawit ,Besi (Fe),(mg/L),0.08,1.66
Periode 2, Duren  Sawit ,Fluorida,(mg/L),0.35,1.66
Periode 2, Duren  Sawit ,Total Hardness,(mg/L),11.96,1.66
Periode 2, Duren  Sawit ,Chlorida,(mg/L),46.23,1.66
Periode 2, Duren  Sawit ,Mangan (Mn),(mg/L),0.05,1.66
Periode 2, Duren  Sawit ,Nitrat,(mg/L),0.12,1.66
Periode 2, Duren  Sawit ,Nitrit,(mg/L),0.009,1.66
Periode 2, Duren  Sawit ,Ph,(mg/L),8.4,1.66
Periode 2, Duren  Sawit ,Seng (Zn),(mg/L),0.01,1.66
Periode 2, Duren  Sawit ,Sulfat,(mg/L),4.34,1.66
Periode 2, Duren  Sawit ,Senyawa Aktif Biru Metilen,(mg/L),0.07,1.66
Periode 2, Duren  Sawit ,Organik (KMnO4),(mg/L),5.7,1.66
Periode 2, Duren  Sawit ,Suhu,(Celcius),23.7,1.66
Periode 2, Duren  Sawit ,Bakteri Koli,(Jlm/100mL),2000,1.66
Periode 2, Klender ,Zat Padat Terlarut,(mg/L),493,1.91
Periode 2, Klender ,Kekeruhan,NTU,0.02,1.91
Periode 2, Klender ,Besi (Fe),(mg/L),0.08,1.91
Periode 2, Klender ,Fluorida,(mg/L),0.8,1.91
Periode 2, Klender ,Total Hardness,(mg/L),83.35,1.91
Periode 2, Klender ,Chlorida,(mg/L),69.09,1.91
Periode 2, Klender ,Mangan (Mn),(mg/L),0.05,1.91
Periode 2, Klender ,Nitrat,(mg/L),0.5,1.91
Periode 2, Klender ,Nitrit,(mg/L),0.004,1.91
Periode 2, Klender ,Ph,(mg/L),8.4,1.91
Periode 2, Klender ,Seng (Zn),(mg/L),0.01,1.91
Periode 2, Klender ,Sulfat,(mg/L),34.88,1.91
Periode 2, Klender ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.91
Periode 2, Klender ,Organik (KMnO4),(mg/L),6.38,1.91
Periode 2, Klender ,Suhu,(Celcius),23.8,1.91
Periode 2, Klender ,Bakteri Koli,(Jlm/100mL),0,1.91
Periode 2, Malaka Jaya ,Zat Padat Terlarut,(mg/L),737,2.02
Periode 2, Malaka Jaya ,Kekeruhan,NTU,0.23,2.02
Periode 2, Malaka Jaya ,Besi (Fe),(mg/L),0.08,2.02
Periode 2, Malaka Jaya ,Fluorida,(mg/L),0.23,2.02
Periode 2, Malaka Jaya ,Total Hardness,(mg/L),13.96,2.02
Periode 2, Malaka Jaya ,Chlorida,(mg/L),131.22,2.02
Periode 2, Malaka Jaya ,Mangan (Mn),(mg/L),0.05,2.02
Periode 2, Malaka Jaya ,Nitrat,(mg/L),0.04,2.02
Periode 2, Malaka Jaya ,Nitrit,(mg/L),0.006,2.02
Periode 2, Malaka Jaya ,Ph,(mg/L),8.3,2.02
Periode 2, Malaka Jaya ,Seng (Zn),(mg/L),0.03,2.02
Periode 2, Malaka Jaya ,Sulfat,(mg/L),64.8,2.02
Periode 2, Malaka Jaya ,Senyawa Aktif Biru Metilen,(mg/L),0.06,2.02
Periode 2, Malaka Jaya ,Organik (KMnO4),(mg/L),7.71,2.02
Periode 2, Malaka Jaya ,Suhu,(Celcius),23.5,2.02
Periode 2, Malaka Jaya ,Bakteri Koli,(Jlm/100mL),1600,2.02
Periode 2, Malaka Sari ,Zat Padat Terlarut,(mg/L),434,1.53
Periode 2, Malaka Sari ,Kekeruhan,NTU,2.68,1.53
Periode 2, Malaka Sari ,Besi (Fe),(mg/L),0.08,1.53
Periode 2, Malaka Sari ,Fluorida,(mg/L),0.22,1.53
Periode 2, Malaka Sari ,Total Hardness,(mg/L),51.02,1.53
Periode 2, Malaka Sari ,Chlorida,(mg/L),44.01,1.53
Periode 2, Malaka Sari ,Mangan (Mn),(mg/L),0.05,1.53
Periode 2, Malaka Sari ,Nitrat,(mg/L),1.31,1.53
Periode 2, Malaka Sari ,Nitrit,(mg/L),0.004,1.53
Periode 2, Malaka Sari ,Ph,(mg/L),7.6,1.53
Periode 2, Malaka Sari ,Seng (Zn),(mg/L),0.04,1.53
Periode 2, Malaka Sari ,Sulfat,(mg/L),44.21,1.53
Periode 2, Malaka Sari ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.53
Periode 2, Malaka Sari ,Organik (KMnO4),(mg/L),4.2,1.53
Periode 2, Malaka Sari ,Suhu,(Celcius),23.9,1.53
Periode 2, Malaka Sari ,Bakteri Koli,(Jlm/100mL),1.14 x 104,1.53
Periode 2, Pondok Bambu ,Zat Padat Terlarut,(mg/L),355,3.34
Periode 2, Pondok Bambu ,Kekeruhan,NTU,15.79,3.34
Periode 2, Pondok Bambu ,Besi (Fe),(mg/L),0.82,3.34
Periode 2, Pondok Bambu ,Fluorida,(mg/L),0.19,3.34
Periode 2, Pondok Bambu ,Total Hardness,(mg/L),73.47,3.34
Periode 2, Pondok Bambu ,Chlorida,(mg/L),38.96,3.34
Periode 2, Pondok Bambu ,Mangan (Mn),(mg/L),0.18,3.34
Periode 2, Pondok Bambu ,Nitrat,(mg/L),0.17,3.34
Periode 2, Pondok Bambu ,Nitrit,(mg/L),0.005,3.34
Periode 2, Pondok Bambu ,Ph,(mg/L),7.6,3.34
Periode 2, Pondok Bambu ,Seng (Zn),(mg/L),0.03,3.34
Periode 2, Pondok Bambu ,Sulfat,(mg/L),72.63,3.34
Periode 2, Pondok Bambu ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.34
Periode 2, Pondok Bambu ,Organik (KMnO4),(mg/L),9.54,3.34
Periode 2, Pondok Bambu ,Suhu,(Celcius),23.9,3.34
Periode 2, Pondok Bambu ,Bakteri Koli,(Jlm/100mL),100,3.34
Periode 2, Pondok Kelapa ,Zat Padat Terlarut,(mg/L),500,4.14
Periode 2, Pondok Kelapa ,Kekeruhan,NTU,1.42,4.14
Periode 2, Pondok Kelapa ,Besi (Fe),(mg/L),0.08,4.14
Periode 2, Pondok Kelapa ,Fluorida,(mg/L),0.19,4.14
Periode 2, Pondok Kelapa ,Total Hardness,(mg/L),112.24,4.14
